1,就差没,就差没……呃……”萧北辰煞住舌头，两手一摊，“现在，随你处置啰！,就差……呃……”萧北辰煞住舌头，两手一摊，“现在，随你处置啰！
1,好不a,送儿子踏进大学的第一天，在勾起老张学生时代美好回忆的同时，他也没有停歇，和妻子、儿子一起“全家总动员”起来：办理入学手续、打扫房间铺位、购买日用品……好不忙碌。晚上休息时，一家人便围坐在小张的床位边聊天。,送儿子踏进大学的第一天，在勾起老张学生时代美好回忆的同时，他也没有停歇，和妻子、儿子一起“全家总动员”起来：办理入学手续、打扫房间铺位、购买日用品……好忙碌。晚上休息时，一家人便围坐在小张的床位边聊天。
1,好不a,他忽然想起了对自己有情有意的潘金莲小姐，于是告别老虎，回到故乡清河县，盖起座小楼，吹吹打打，气气派派，欢天喜地地将潘金莲娶过门来……好不惬意！而那只老虎自从没了武松，常常遭到猎人们的攻击。,他忽然想起了对自己有情有意的潘金莲小姐，于是告别老虎，回到故乡清河县，盖起座小楼，吹吹打打，气气派派，欢天喜地地将潘金莲娶过门来……好惬意！而那只老虎自从没了武松，常常遭到猎人们的攻击。
1,好不a,早晨，罗源起步公社商业办事处的操场上，人声沸腾，打球的、跑步的……好不热闹。人群中，有一位头梳短发，身材健壮的中年妇女，特别引人注目。,早晨，罗源起步公社商业办事处的操场上，人声沸腾，打球的、跑步的……好热闹。人群中，有一位头梳短发，身材健壮的中年妇女，特别引人注目。
1,好不a,一个女学生，短短两年时间就事业有成，有房子，有名车……好不威风，羡煞多少人。,一个女学生，短短两年时间就事业有成，有房子，有名车……好威风，羡煞多少人。
1,好不a,※※※燕国公主出阁是件惊天动地的喜事；齐国派来的迎亲队伍连绵数千里，一路锣鼓喧天、好不热闹。百姓亦夹道争睹菁枫公主的绝世芳容。,※※※燕国公主出阁是件惊天动地的喜事；齐国派来的迎亲队伍连绵数千里，一路锣鼓喧天、好热闹。百姓亦夹道争睹菁枫公主的绝世芳容。
1,好不a,斜眼偷偷看见雍华已经趁乱离去的背影，亭兰的笑容好不开心、好不灿烂，却在瞄到她额娘那副挑眉冷笑的表情时，得意的心情霎时凉掉半截。,斜眼偷偷看见雍华已经趁乱离去的背影，亭兰的笑容好不开心、好灿烂，却在瞄到她额娘那副挑眉冷笑的表情时，得意的心情霎时凉掉半截。
1,好不a,她好不快意、好不过瘾。剧务大哥已经在催人上戏了。,她好不快意、好过瘾。剧务大哥已经在催人上戏了。
1,好不a,”瞧张彩馨哭得肝肠寸断、好不伤心，彷佛遭受极大委屈似的，侍女们霎时手足无措地望向绿云。,”瞧张彩馨哭得肝肠寸断、好伤心，彷佛遭受极大委屈似的，侍女们霎时手足无措地望向绿云。
1,好不a,也——不在意，但他就是想对她说，想让她明白自己不是外人所传的左右逢源、好不风流快活。,也——不在意，但他就是想对她说，想让她明白自己不是外人所传的左右逢源、好风流快活。
1,好不a,晚上我坐在我房间里看书的时候，时常能听到他们俩个在楼下一个弹吉它一个吹萧、好不浪漫。我白天在一家印像馆打工，晚上去上英文课，每日生活之紧张使我顾不得想任何烦恼。,晚上我坐在我房间里看书的时候，时常能听到他们俩个在楼下一个弹吉它一个吹萧、好浪漫。我白天在一家印像馆打工，晚上去上英文课，每日生活之紧张使我顾不得想任何烦恼。
1,好不a,好不威风的一个姿势。,好威风的一个姿势。
1,好不a,好不烦恼！”其他“长”字号亦有同感，对匿名信都有切肤之恨，一言以蔽之：烧！,好烦恼！”其他“长”字号亦有同感，对匿名信都有切肤之恨，一言以蔽之：烧！
1,好不a,我哭了！跳起来抱紧它的颈项便哭了。好不伤心，好不高兴。,我哭了！跳起来抱紧它的颈项便哭了。好伤心，好不高兴。
1,好不a,好不开心！刘敏现在仍旧喜欢孩子。,好开心！刘敏现在仍旧喜欢孩子。
1,好不a,徐沁玟说得兴匆匆。好不开心。,徐沁玟说得兴匆匆。好开心。
1,好不a,好不天真的只想时时刻刻看到新朋友，替他们出些力，她在楼梯上奔上奔下的忙个不停：不是拿一样没用的东西去给他们，就是硬要帮他们忙，老是大声笑着，嚷着。,好天真的只想时时刻刻看到新朋友，替他们出些力，她在楼梯上奔上奔下的忙个不停：不是拿一样没用的东西去给他们，就是硬要帮他们忙，老是大声笑着，嚷着。
1,好不a,好不潇洒！促成萨冈成名的就是这种“légèreté”，这个词在这里不好译：有点飘逸，有点轻快，有点轻浮，有点举重若轻……每一个时代都需要这样一位作家，往往是女作家，因为社会对女人的禁忌最多。,好潇洒！促成萨冈成名的就是这种“légèreté”，这个词在这里不好译：有点飘逸，有点轻快，有点轻浮，有点举重若轻……每一个时代都需要这样一位作家，往往是女作家，因为社会对女人的禁忌最多。
1,好不a,好不伤感。咎由自取，谁都不同情我。,好伤感。咎由自取，谁都不同情我。
1,好不a,好不威风，怎不令人羡煞！,好威风，怎不令人羡煞！
1,好不a,好不风流！好不惬意！,好风流！好不惬意！
1,好不a,好不气派。因此，此次《天地英雄》在东方新世纪将采取更科学更合理的方式，即每位入场观众（包括领导、嘉宾等）均须持印有本人彩色照片的影票，并记录在案；此外，在影院入场处及银幕两侧，均设有远红外热感应测试仪，摄录像机等将无法逃过测试。,好气派。因此，此次《天地英雄》在东方新世纪将采取更科学更合理的方式，即每位入场观众（包括领导、嘉宾等）均须持印有本人彩色照片的影票，并记录在案；此外，在影院入场处及银幕两侧，均设有远红外热感应测试仪，摄录像机等将无法逃过测试。
1,好不a,好不恐怖！金三绝腿法厉害，双腿贯注十成功力，直踢在战神肚皮之上，战神中招，口中吐出一团毒气，就连“五术人”中的金三绝也被腐蚀成一团毒水，散爆在地。,好恐怖！金三绝腿法厉害，双腿贯注十成功力，直踢在战神肚皮之上，战神中招，口中吐出一团毒气，就连“五术人”中的金三绝也被腐蚀成一团毒水，散爆在地。
1,好不a,”雄一好不滑稽地继续说。,”雄一好滑稽地继续说。
1,好不a,再说皇太后下的懿旨，圣上爷也不得不从，几个府的贝勒爷又联手帮衬咱们大阿哥，吵得圣上好不头痛，听说已经懒得管这些爷们的事啦！,再说皇太后下的懿旨，圣上爷也不得不从，几个府的贝勒爷又联手帮衬咱们大阿哥，吵得圣上好头痛，听说已经懒得管这些爷们的事啦！
1,好不a,今天整个青岛龙显得特别热闹，因为今天是一年一度的中秋佳节，而且尾、房和氏也各自完成了工作赶回青龙岛，一时之间，岛上好不热闹。,今天整个青岛龙显得特别热闹，因为今天是一年一度的中秋佳节，而且尾、房和氏也各自完成了工作赶回青龙岛，一时之间，岛上好热闹。
1,好不a,近年来，生猛海鲜在餐桌上好不风光，身价百倍。,近年来，生猛海鲜在餐桌上好风光，身价百倍。
1,好不a,水莲看到坐在龙椅上的皇上好不威严，她跪在地上吓得头也没敢抬一下，耳朵边嗡嗡嗡的，只胡乱听到一句“君无戏言”什么的……她也不知道皇上在跟谁说话，不一会儿皇上就要她回去了。,水莲看到坐在龙椅上的皇上好威严，她跪在地上吓得头也没敢抬一下，耳朵边嗡嗡嗡的，只胡乱听到一句“君无戏言”什么的……她也不知道皇上在跟谁说话，不一会儿皇上就要她回去了。
1,好不a,马场主人牵了一匹咖啡色的马给我，阿苇原想以最优美的Ｐｏｓｅ上马，谁知一条腿硬是跨不过马背，整个人半挂在马背上好不狼狈，幸好马场的人伸出援手助我上马。,马场主人牵了一匹咖啡色的马给我，阿苇原想以最优美的Ｐｏｓｅ上马，谁知一条腿硬是跨不过马背，整个人半挂在马背上好狼狈，幸好马场的人伸出援手助我上马。
1,好不a,这时夕阳已西沉，余晖残霞，一抹一抹地，凄凄而辉煌地挂在天未，晚风徐来，红霞映得三人脸上好不落拓。我是谁无话好说，看了看这条比较幽静的天街，忽然似想起了什么似的道，“那天有个人在这儿说，长安城是他的。,这时夕阳已西沉，余晖残霞，一抹一抹地，凄凄而辉煌地挂在天未，晚风徐来，红霞映得三人脸上好落拓。我是谁无话好说，看了看这条比较幽静的天街，忽然似想起了什么似的道，“那天有个人在这儿说，长安城是他的。
1,好不a,上个星期才考完，昨天我们参加了墨尔本一年一度的狂欢节——蒙巴节，很晚才回家，我和丽丽还有北京的一个女孩乘着刘浩的车子回家，一路上好不威风。我们车的两边插了两面五星红旗，车里的四个人全是中国人，整个像领事馆的派头。,上个星期才考完，昨天我们参加了墨尔本一年一度的狂欢节——蒙巴节，很晚才回家，我和丽丽还有北京的一个女孩乘着刘浩的车子回家，一路上好威风。我们车的两边插了两面五星红旗，车里的四个人全是中国人，整个像领事馆的派头。
1,好不a,时值太湖真人六十大寿，五湖真人齐聚于此，山庄上下好不热闹，管家见有一老一小倒在门前，忙去禀报太湖真人，五湖真人闻听一齐出来查看，发现那老人已死，而婴儿尚有气息。,时值太湖真人六十大寿，五湖真人齐聚于此，山庄上下好热闹，管家见有一老一小倒在门前，忙去禀报太湖真人，五湖真人闻听一齐出来查看，发现那老人已死，而婴儿尚有气息。
1,好不a,”“唔……”他沉吟片刻似地思索她的话可靠不可靠，而谦谦一颗心七上八下好不紧张。“听起来似乎也有那么几分可能。,”“唔……”他沉吟片刻似地思索她的话可靠不可靠，而谦谦一颗心七上八下好紧张。“听起来似乎也有那么几分可能。
1,好不a,”白剑感叹一声，道：“翠姑娘，你这声二公子，叫得在下好不难过，还是请你改口吧。,”白剑感叹一声，道：“翠姑娘，你这声二公子，叫得在下好难过，还是请你改口吧。
1,好不a,唐睽自负身为唐门弟一使毒高手，用毒、解毒早已不作第二人想，不料竞尔遇上一例无解奇毒，使毒人虽非向他下手，可他却似与人斗毒输了一般，心下好不难过，复思此毒用法之巧，愈钻研揣摩愈觉兴趣无穷,”唐睽自负身为唐门弟一使毒高手，用毒、解毒早已不作第二人想，不料竞尔遇上一例无解奇毒，使毒人虽非向他下手，可他却似与人斗毒输了一般，心下好难过，复思此毒用法之巧，愈钻研揣摩愈觉兴趣无穷
1,好不a,拿鞭的呼呼喝喝，烈日下好不威风，他们都不是“天法国”人，背后那些大商贾榨取“天法国”血汗钱，都不是他们“天法国”的人。,拿鞭的呼呼喝喝，烈日下好威风，他们都不是“天法国”人，背后那些大商贾榨取“天法国”血汗钱，都不是他们“天法国”的人。
1,好不a,”香贞诧异，“阁下好不可爱。”元之说：“我希望你喜欢我。,”香贞诧异，“阁下好可爱。”元之说：“我希望你喜欢我。
1,好不a,”孙竟成瞪他一眼，“阁下好不粗俗。”振川一直向工作间瞄过去，心不在焉，只是关心如瑛。,”孙竟成瞪他一眼，“阁下好粗俗。”振川一直向工作间瞄过去，心不在焉，只是关心如瑛。
1,好不a,李存孝早就提防着这一手了，他道：“阁下好不鲁莽。”人没动，一指向着袭来长剑点了过去，“铮”地一声，长剑荡起老高，那黑衣人也被带退了半步。,李存孝早就提防着这一手了，他道：“阁下好鲁莽。”人没动，一指向着袭来长剑点了过去，“铮”地一声，长剑荡起老高，那黑衣人也被带退了半步。
1,好不a,”莹枫惊奇的看着依莎贝拉滴落的水珠，一颗颗的在太阳下好不耀眼。也难怪莹枫会好奇的看着依莎贝拉的眼泪了，因为妖精族中除了人鱼之外是不会流眼泪的，能够看到传说中的泪水实在是教她兴奋。,”莹枫惊奇的看着依莎贝拉滴落的水珠，一颗颗的在太阳下好耀眼。也难怪莹枫会好奇的看着依莎贝拉的眼泪了，因为妖精族中除了人鱼之外是不会流眼泪的，能够看到传说中的泪水实在是教她兴奋。
1,好不a,不过，郁满堂身世好不传奇，怎么忽然自赤贫变成富有，竟然买回他母亲从前帮佣的住宅？,不过，郁满堂身世好传奇，怎么忽然自赤贫变成富有，竟然买回他母亲从前帮佣的住宅？
1,好不a,这一扯让黄镇东好不心酸，他把这件事在各界领导参加的协调会上提起，说自己当时已经知道孩子的父母已不在人世，却没法对不谙世事的孩子出口解释此事。,这一扯让黄镇东好心酸，他把这件事在各界领导参加的协调会上提起，说自己当时已经知道孩子的父母已不在人世，却没法对不谙世事的孩子出口解释此事。
1,好不a,“你……”适意一手掩着因他的吻而发烫的唇，看着他对她丢下一个好不快乐的笑容后，便转身走进房里。,“你……”适意一手掩着因他的吻而发烫的唇，看着他对她丢下一个好快乐的笑容后，便转身走进房里。
1,好不a,他荡出一个好不邪恶的笑容，额头抵着她的，轻啄她噘起的红唇，才缓缓道：“钜、细、靡、遗！,他荡出一个好邪恶的笑容，额头抵着她的，轻啄她噘起的红唇，才缓缓道：“钜、细、靡、遗！
1,好不a,男人们张罗，铺开塑料布取出背来的饮料食品；女人们到潭水边去洗手，一个个好不快活。舒朗无意中便看见一个戴墨镜的男人在不远处松树林里晃了晃。,男人们张罗，铺开塑料布取出背来的饮料食品；女人们到潭水边去洗手，一个个好快活。舒朗无意中便看见一个戴墨镜的男人在不远处松树林里晃了晃。
1,好不a,那是个好不痛苦的夜晚！,那是个好痛苦的夜晚！
1,好不a,因而划出去的款子如同泼出去的水，此后再也无人查问，大家都落得一个相安无事，每一个人都可以落得一个逍遥自在，真个好不美哉快哉！,因而划出去的款子如同泼出去的水，此后再也无人查问，大家都落得一个相安无事，每一个人都可以落得一个逍遥自在，真个好美哉快哉！
1,好不a,”“是啊，还有谁能乱动呀……”生平第一次被罚跪的燕吹笛，翻着白眼，心不甘情不愿地瞪向那个好不威风，却又没人敢去挑衅，也没人拿他有法子的假和尚。,”“是啊，还有谁能乱动呀……”生平第一次被罚跪的燕吹笛，翻着白眼，心不甘情不愿地瞪向那个好威风，却又没人敢去挑衅，也没人拿他有法子的假和尚。
1,好不a,”家中好不热闹，除了父母之外，其它的兄嫂亦早在家里等候多时。,”家中好热闹，除了父母之外，其它的兄嫂亦早在家里等候多时。
1,好不a,“送子观音显灵”之日，那些善男信女来了，大队干部带着其他社员群众也来了，旧庙中好不热闹。只见年过六旬的社员叶德抢先站在“送子观音”旁边，一本正经地说：“我是送子罗汉，要拜观音先得拜我。,“送子观音显灵”之日，那些善男信女来了，大队干部带着其他社员群众也来了，旧庙中好热闹。只见年过六旬的社员叶德抢先站在“送子观音”旁边，一本正经地说：“我是送子罗汉，要拜观音先得拜我。
1,好不a,不由心中暗忖：“好厉害的老人，他只向上一捧掌，竟把这温世海击成了这样……”心中好不快意，有意打趣地一指温世海双手，装着吃惊着：“咦？,不由心中暗忖：“好厉害的老人，他只向上一捧掌，竟把这温世海击成了这样……”心中好快意，有意打趣地一指温世海双手，装着吃惊着：“咦？
1,好不a,心中好不扫兴，又接着吃了一点东西，正想起身，忽见白影一闪，那白兔又出来了。,心中好扫兴，又接着吃了一点东西，正想起身，忽见白影一闪，那白兔又出来了。
1,好不a,天佑心中好不愧疚。不料陆羽也起了个大早。,天佑心中好愧疚。不料陆羽也起了个大早。
1,好不a,白剑一掌震开那老人，身形慢了一慢，前面好个人又把距离拉长了三四丈，白剑心中好不气恼，猛喝，一声，拼出全力，猛追而上，疾如离弦急矢一般，一连两个急跃，追到那人身后。,白剑一掌震开那老人，身形慢了一慢，前面好个人又把距离拉长了三四丈，白剑心中好气恼，猛喝，一声，拼出全力，猛追而上，疾如离弦急矢一般，一连两个急跃，追到那人身后。
1,好不a,谁曾料想，大哥还是如此窝囊，真叫兄弟心中好不惨然哪！,谁曾料想，大哥还是如此窝囊，真叫兄弟心中好惨然哪！
1,好不a,Ｘ经理听到此心中好不焦急。“不过，这个我还是要还的。,Ｘ经理听到此心中好焦急。“不过，这个我还是要还的。
1,好不a,祖母可得安详，我的心中好不怅惘。唯有那歌声依然清脆，袅袅炊烟绕过房梁。,祖母可得安详，我的心中好怅惘。唯有那歌声依然清脆，袅袅炊烟绕过房梁。
1,好不a,想着心中好不扫兴，无可奈何长叹了一声，反身来回在这室内走了一转，倒只觉室内温度竟比上面高得多，处身其中非但不觉寒冷，反而温暖异常。,想着心中好扫兴，无可奈何长叹了一声，反身来回在这室内走了一转，倒只觉室内温度竟比上面高得多，处身其中非但不觉寒冷，反而温暖异常。
1,好不a,她看到表兄在这样的一个人面前出丑，心中好不气恼。达西先生带着毫不掩饰的惊奇目光斜睨着他，等到后来柯林斯先生唠叨够了，达西才带着一副敬而远之的神气，敷衍了他几句。,她看到表兄在这样的一个人面前出丑，心中好气恼。达西先生带着毫不掩饰的惊奇目光斜睨着他，等到后来柯林斯先生唠叨够了，达西才带着一副敬而远之的神气，敷衍了他几句。
1,好不a,妈的，我继志见这马一洗刷出来，竟是神骏异常，较莫小晴那马犹有过之，心中好不高兴，亲自过去与那马配好鞍垫。,妈的，我继志见这马一洗刷出来，竟是神骏异常，较莫小晴那马犹有过之，心中好高兴，亲自过去与那马配好鞍垫。
1,好不a,柴进看了，心中好不快意。林冲拜了两拜，起身让洪教头坐。,柴进看了，心中好快意。林冲拜了两拜，起身让洪教头坐。
1,好不a,”一边的龙在山，瞧瞧谢拐子，再看看尤道士，他已发觉尤道士利用他已至于淋漓尽至了，心中好不恼火。就听谢拐了大吼，道：“你他娘的要不要银子了？,”一边的龙在山，瞧瞧谢拐子，再看看尤道士，他已发觉尤道士利用他已至于淋漓尽至了，心中好恼火。就听谢拐了大吼，道：“你他娘的要不要银子了？
1,好不a,他一声狮子吼镇住众人，心中好不高兴，只见众人哑口无言，静待他说出一番道理，他却搔着秀头，一句话也说不出来。,他一声狮子吼镇住众人，心中好高兴，只见众人哑口无言，静待他说出一番道理，他却搔着秀头，一句话也说不出来。
1,好不a,”想必平时被那朱员外在棋上羞辱惯了，今番见他狼狈而去，心中好不快活。方国涣见自己贸然地一手棋竟将那朱员外赶走，心中暗悔，忙向刘义山致歉道：“在下无知，冲撞了先生的客人，还请恕罪。,”想必平时被那朱员外在棋上羞辱惯了，今番见他狼狈而去，心中好快活。方国涣见自己贸然地一手棋竟将那朱员外赶走，心中暗悔，忙向刘义山致歉道：“在下无知，冲撞了先生的客人，还请恕罪。
1,好不a,一想到他情之所钟的男子竟与在他看来活脱脱是个男人的女人结合，心中好不痛苦,一想到他情之所钟的男子竟与在他看来活脱脱是个男人的女人结合，心中好痛苦
1,好不a,七巧玉女叶萍眼看白剑如此神威，心中好不高兴。白剑一举击溃来袭之人，震慑得全场顿时鸦雀无声，没有人敢哼一声大气。,七巧玉女叶萍眼看白剑如此神威，心中好高兴。白剑一举击溃来袭之人，震慑得全场顿时鸦雀无声，没有人敢哼一声大气。
1,好不a,凌云飞见它如此神威，心中好不惊骇，看着蛇王朝自己缓缓滑进，只觉得全身的血液仿佛被煮沸了，要从每一个毛孔钻出来一般，一股凉意刹时从脊背升起，一直冲到脑门上，而胸腔中的一颗心，仿似是一柄锤子在敲着自己。,凌云飞见它如此神威，心中好惊骇，看着蛇王朝自己缓缓滑进，只觉得全身的血液仿佛被煮沸了，要从每一个毛孔钻出来一般，一股凉意刹时从脊背升起，一直冲到脑门上，而胸腔中的一颗心，仿似是一柄锤子在敲着自己。
1,好不a,”我发现自己开始对他产生了好感，他的关心看起来确实是真心的，听到有人相信我，心中好不高兴，小心，我警告自己，信任卡什是一件危险的事。,”我发现自己开始对他产生了好感，他的关心看起来确实是真心的，听到有人相信我，心中好高兴，小心，我警告自己，信任卡什是一件危险的事。
1,好不a,这天早上，他喂了阿兰一碗抄手，又想起这个陈云鹏来，心中好不气恼。金教授恰在这时来检查阿兰拆线前的恢复情况，看他这副样子便问：“你是不是有什么不舒服？,这天早上，他喂了阿兰一碗抄手，又想起这个陈云鹏来，心中好气恼。金教授恰在这时来检查阿兰拆线前的恢复情况，看他这副样子便问：“你是不是有什么不舒服？
1,好不a,一别六年，她们的模样一定都变了许多了……要是她为二人之一，那自己可就太不对了……想到此，心中好不惆怅，再一看莫小晴，竟在皱着眉，见继志看她，不由冷笑了一声道：“一定又是那贱婢……奇怪！,一别六年，她们的模样一定都变了许多了……要是她为二人之一，那自己可就太不对了……想到此，心中好惆怅，再一看莫小晴，竟在皱着眉，见继志看她，不由冷笑了一声道：“一定又是那贱婢……奇怪！
1,好不a,不过，我有一种感觉，仿佛是自己把一个大都市的姑娘拐骗到了这偏僻的小岛上似的，心中好不快活。我再也不会让你逃走了。,不过，我有一种感觉，仿佛是自己把一个大都市的姑娘拐骗到了这偏僻的小岛上似的，心中好快活。我再也不会让你逃走了。
1,好不a,石继志见她低头不答，心中好不焦急，再一看莫小晴，见她脸上带着浅笑，斜目注视自己，不由仰天长叹一声道：“姑娘既不以芳名见告，足见轻视在下，平增在下无限伤怀……请姑娘先行吧！,石继志见她低头不答，心中好焦急，再一看莫小晴，见她脸上带着浅笑，斜目注视自己，不由仰天长叹一声道：“姑娘既不以芳名见告，足见轻视在下，平增在下无限伤怀……请姑娘先行吧！
1,好不a,原来，她来到了一处平坦的草地，她从没见过如此宽敞的草地：心中好不开心！,原来，她来到了一处平坦的草地，她从没见过如此宽敞的草地：心中好开心！
1,好不a,此刻她穿着一身红色的套裙，在人流中好不扎眼。我很奇怪会在这里的街头与她相见。,此刻她穿着一身红色的套裙，在人流中好扎眼。我很奇怪会在这里的街头与她相见。
1,好不a,”小程功上下打量她，“差远了，多年来你百折不挠，在别人眼中好不凶悍，你据理力争，人家觉得你横行不法，你争取合理酬劳，那是一钱如命，铢镏必计，你不平则鸣，那统统是骂人，社会对事业女性一向不十分公平。,”小程功上下打量她，“差远了，多年来你百折不挠，在别人眼中好凶悍，你据理力争，人家觉得你横行不法，你争取合理酬劳，那是一钱如命，铢镏必计，你不平则鸣，那统统是骂人，社会对事业女性一向不十分公平。
1,好不a,胡丽丽好不失望。她为了寻找女儿而来，却不知此时此刻女儿在哪里？,胡丽丽好失望。她为了寻找女儿而来，却不知此时此刻女儿在哪里？
1,好不a,东方乐乐好不丧气，“威威，那我们怎么办？,东方乐乐好丧气，“威威，那我们怎么办？
1,好不a,这人好不冒失，也好不莽撞！幸而那侍婢一闻喊声即停掌未发，不然，这一掌足以碎石成粉的力道，恰好实实地全击在这人的身上！,这人好不冒失，也好莽撞！幸而那侍婢一闻喊声即停掌未发，不然，这一掌足以碎石成粉的力道，恰好实实地全击在这人的身上！
1,好不a,腹胀：新年时节，家家欢乐，陈女走亲串乡好不开心，瓜果冷饮，饮食倍增。,腹胀：新年时节，家家欢乐，陈女走亲串乡好开心，瓜果冷饮，饮食倍增。
1,好不a,冰儿看得眼花乱好不开心。尤其是那几只耍猴戏可爱透顶的小猴子。,冰儿看得眼花乱好开心。尤其是那几只耍猴戏可爱透顶的小猴子。
1,好不a,”他心中疑念丛生，口中却绝口不承认，双掌一抱道：“在下与姑娘素未谋面，姑娘说些什么，在下听了好不糊涂，姑娘莫非认错人吧！,”他心中疑念丛生，口中却绝口不承认，双掌一抱道：“在下与姑娘素未谋面，姑娘说些什么，在下听了好糊涂，姑娘莫非认错人吧！
1,好不a,”他听了好不高兴。“一定喔，不能骗我。,”他听了好高兴。“一定喔，不能骗我。
1,好不a,”惹得隔壁名字也叫二妞的姑娘听了好不高兴。山和人一样，人过上好日子，“头上光光，像个新郎”，山也就打扮起来。,”惹得隔壁名字也叫二妞的姑娘听了好高兴。山和人一样，人过上好日子，“头上光光，像个新郎”，山也就打扮起来。
1,好不a,”秦宝宝听了好不委屈，道：“这年头好心一向没好报，在京城我儿张爷和李爷那般威风不可一世，想替二位爷宣传使你们更有名，没想到……。,”秦宝宝听了好委屈，道：“这年头好心一向没好报，在京城我儿张爷和李爷那般威风不可一世，想替二位爷宣传使你们更有名，没想到……。
1,好不a,’”说罢，弗朗索瓦丝又添了几句，让我听了好不伤心：“她这样说，不就把自己给卖了嘛。,’”说罢，弗朗索瓦丝又添了几句，让我听了好伤心：“她这样说，不就把自己给卖了嘛。
1,好不a,”李素珍听了好不内疚，立即帮老人办妥，又搀着她慢慢走下去，还诚恳地说：“老人家，以后再来办事，就请楼下值班人员打个电话，我下来取了给您办。,”李素珍听了好内疚，立即帮老人办妥，又搀着她慢慢走下去，还诚恳地说：“老人家，以后再来办事，就请楼下值班人员打个电话，我下来取了给您办。
1,好不a,神鞭大侠朱英听了好不难过，心头一惨，道：“韩兄，叶兄在世之时，与你交情也是不薄，你总得替她想个办法才是。,神鞭大侠朱英听了好难过，心头一惨，道：“韩兄，叶兄在世之时，与你交情也是不薄，你总得替她想个办法才是。
1,好不a,但奇怪的是，不少地方却偏偏不修渠头扬水站，抽水时，搬来运去，一丘田接一丘田地搞“漫灌”，既冲坏了禾苗，又冲跑了肥料，叫人看了好不心痛！再如：有的生产队盖起仓库，本来只要再花点小钱截一下“隔堵”，就便于妥善保管谷种。,但奇怪的是，不少地方却偏偏不修渠头扬水站，抽水时，搬来运去，一丘田接一丘田地搞“漫灌”，既冲坏了禾苗，又冲跑了肥料，叫人看了好心痛！再如：有的生产队盖起仓库，本来只要再花点小钱截一下“隔堵”，就便于妥善保管谷种。
1,好不a,他发现他那条破布筋似的领带，那身太肥大的老式方格礼服，用鸡蛋清擦过的皮鞋，叫看门人见了好不惊讶。没有一个人和他谈话，连大臣也不曾和他谈话。,他发现他那条破布筋似的领带，那身太肥大的老式方格礼服，用鸡蛋清擦过的皮鞋，叫看门人见了好惊讶。没有一个人和他谈话，连大臣也不曾和他谈话。
1,好不a,阴有匡坐怀不乱的君子态度，叫小乞儿见了好不愧疚，她刚才真是误会他了。,阴有匡坐怀不乱的君子态度，叫小乞儿见了好愧疚，她刚才真是误会他了。
1,好不a,早在那个时期，那些忠实信徒们中间就已经有数位常去城里聚餐了，如今，他们一如既往，还继续参加聚餐，令我见了好不惊诧。,早在那个时期，那些忠实信徒们中间就已经有数位常去城里聚餐了，如今，他们一如既往，还继续参加聚餐，令我见了好惊诧。
1,好不a,周老板见了好不吃惊，疑是贵妃再生，仙女下凡，竟忘乎所以了。,周老板见了好吃惊，疑是贵妃再生，仙女下凡，竟忘乎所以了。
1,好不a,鱼儿在桌子上乱蹦乱跳，国王见了好不高兴，顺手拿起几条，打趣地摔回给她们。,鱼儿在桌子上乱蹦乱跳，国王见了好高兴，顺手拿起几条，打趣地摔回给她们。
1,好不a,事后想起来，这件事好不古怪。堂堂一个doctor，居然会为了争东西和人打起来，而这些东西居然是些屎，shit！,事后想起来，这件事好古怪。堂堂一个doctor，居然会为了争东西和人打起来，而这些东西居然是些屎，shit！
1,好不a,她犹在细细地笑轻轻地道：“这件乳罩和底裤，是我最心爱的，才穿过两次而已，是在‘连卡佛’买的，好贵喔，我昨晚穿了它，偏是碰上那回事好不扫兴，匆忙之间给丢在那里，今早想起来还心痛呢……”我的一颗心，愈发沉沉沉沉沉到底。,她犹在细细地笑轻轻地道：“这件乳罩和底裤，是我最心爱的，才穿过两次而已，是在‘连卡佛’买的，好贵喔，我昨晚穿了它，偏是碰上那回事好扫兴，匆忙之间给丢在那里，今早想起来还心痛呢……”我的一颗心，愈发沉沉沉沉沉到底。
1,好不a,”耶莉亚好不委屈的，泪珠又要滚落下来。,”耶莉亚好委屈的，泪珠又要滚落下来。
1,好不a,”耶莉亚好不失望。“喂！,”耶莉亚好失望。“喂！
1,好不a,”耶莉亚好不失望。“是他们不让我们回去的，你看——”韩雨拿了最后一张画稿给她。,”耶莉亚好失望。“是他们不让我们回去的，你看——”韩雨拿了最后一张画稿给她。
1,好不a,朱风芝与万新一起来，万亨好不诧异。万新说：“我同风芝说好，由她客串你女友。,朱风芝与万新一起来，万亨好诧异。万新说：“我同风芝说好，由她客串你女友。
1,好不a,盼了两年多，县交通局局长丁文俊、乡党委书记汪小平终于来他家做客，“贵客临门”让左邻右舍的乡亲好不眼热。,盼了两年多，县交通局局长丁文俊、乡党委书记汪小平终于来他家做客，“贵客临门”让左邻右舍的乡亲好眼热。
1,好不a,太知道正在交运，太过珍惜新生活，十二分刻意经营，南孙觉得母亲好不辛苦。化妆衣着姿势都改过了，有次南孙不着意说到搓麻将，她很不自在，努力使眼色，像是什么不可见人的事，生怕玷污了她那位教授。,太知道正在交运，太过珍惜新生活，十二分刻意经营，南孙觉得母亲好辛苦。化妆衣着姿势都改过了，有次南孙不着意说到搓麻将，她很不自在，努力使眼色，像是什么不可见人的事，生怕玷污了她那位教授。
