sentence,label
好半天，偌大的客厅只听到雨伞铁架打击皮制公文包的咱咱巨响，而龙氏夫妇则像武侠片中的高手一般，两人一来一往打得好痛快，嘴里还不时配合地冒出几声吆喝。,1
上一页下一页霸道郎君０２千金坊的大厅里充满着劝酒划拳声，其中又夹杂着莺声燕语，此起彼落，好不热闹。忽然，大家全都噤了声，只见大厅中站着一个人，从他身上散发出的狂傲霸气使得厅中所有人都下意识地闭上了嘴，直愣愣地看着他。,1
前者是师出有名，堂堂正正，好威风；后者是歪打正着，马马虎虎，穷混而已。,1
紧接着一顿狂呕，奄奄一息的恶毒蚂蚁随着肥皂水摔落地上，我见一只踩死一只，好不解恨！呕了若干次后，身体虚弱无力，苦胆破裂。,1
☆☆☆夜里，永春别苑里陡地出瓷碗碎裂的巨大声响，一声接一声好不吓人。＂啊！,1
※※※六个人在河边的草坪上，快乐的畅饮着一罐罐啤酒庆功，眉飞色舞的聊着方才ＰＵＢ里那场混战的种种壮烈事迹，好不快乐！“经我们这么一搞，以后那间ＰＵＢ的老板不知会不会有麻烦。,1
第三局，中国队好容易获得一次满垒的战机，离得分仅有一步之差。,0
社员们眼见他已是八十二岁高龄，头发白了，耳朵沉了，身子也不那么灵便了，便给他盖起几间屋子，好不容易才说服他下了山，一面休养，一面继续指导山林建设。,0
家里东借西凑，好容易才将养父赎回。,0
好不容易才积了一口就能喝得干的小半杯水，连夜派人送去化验。,0
好不容易提出了一份施政报告，可通篇都是带着“啄木鸟”印迹的“理念”：诸如要建立透明廉能“政府”，有效阻绝“违法”舞弊，措施包括推展政务人员财产强制信托，强化廉政组织功能，整顿“司法”风纪，强力扫黑、查贿、肃贪等等。,0
好容易盼到有机会到县城去洗澡，刘雪飞她们像过节般地把自己“打扫”了一遍。,0
”五十七岁的何庆法，一家五口人，只会在三亩多责任田里刨食，一家人省吃俭用好不容易才建起三间壁贴瓷砖的新房，刚舒适了没几天，就不得不向新房告别。,0
兰斯洛笑得好开心，因为他就是打电话给羽贺龙冶的人！,1
好不正经。”荆铁山翻身将韩云娘压在底下，笑嘻嘻道：“传宗接代怎么说是不正经呢？,0
听到他讲出这一番话来，让人心里好痛快！他和他的一家生活在这里，就像企鹅生活在群栖地一样。,1
时至上个世纪60年代，由于被封锁仍然停留在黑白影像时代的中国制片业，好不容易有了一批彩色胶片，拍摄了第一部全面描写红军长征的故事片《万水千山》。,0
”细节处理不好容易失真，处理得当却可传神。,1
二十八日，我们好容易挨到天明，我带着冲散收容起的官兵找着了部队，田野和沟渠中打死的、烧死的官兵遍地都是。,0
霍家的大门早已修妥，一如五年前霍步天大婚之夜，依旧张灯结彩，锣鼓乐声喧天震地，吉庆满门，好不热闹！到贺的宾客尽非武林中人，全属霍家庄的亲朋好友，只因霍步天的新伤初愈，虽然有点吃力，但仍有一脸笑容，他是由心笑出来的。,1
她好容易盼来了那个“站牌”。,0
在此之后，那种束缚他手脚的责任感被抛开了，他感到无牵无挂，好不自在。但是现在他知道，这只是一种幻觉。,1
群众天天盼水，年年盼水，修渠工程好容易上了马，为什么又要下马？,0
14日傍晚，笔者外出办事，回来时怎么也打不上出租车，等了半天儿好容易盼到一辆。,0
李老汉气得发颤，他一遍又一遍地对儿子说：“我好不容易把你们送进城市，可你们放着好好的公家活不干。,0
”我们好不容易站了几分钟，广场上有四万人，看来是没有力气能穿过这样大的人群。,0
”此时，马店内人声鼎沸，好热闹，十余名伙计，端酒送菜，上水献茶，招呼着爆满的客人，忙得团团转，无一时的闲暇。,1
当到达终点棒棰岛后，干警们更是精神抖擞，积极参加各项群众体育活动。拔河场，呐喊声此起彼伏；飞靶场，瞄准投掷如练真枪；在拉力器比赛场地，一名４０多岁的中年警官在拉力器比赛中，一口气拉了３２个，令在场观战的民警好不羡慕。,1
李存孝早就提防着这一手了，他道：“阁下好鲁莽。”人没动，一指向着袭来长剑点了过去，“铮”地一声，长剑荡起老高，那黑衣人也被带退了半步。,1
一位好不容易打通电话的小学4年级女孩说：“我在公用电话亭里已经站了整整一个小时……”有个女孩叫通电话后哭了好一阵儿，她对“知心姐姐”哭诉道：“我是个学习非常好的女孩，但我这次外语没考好。,0
”耳里突然接收到一连串叫嚣谩骂，水柳纳闷地抬头，看见身旁两位衣着光鲜的男女正在吵架，那女的哭得好不伤心，男的不停地安慰她，却仍止不住妻子因为蜜月遭破坏而悲愤奔流的泪水。,1
山村越来越近，一阵悦耳的二胡声随风飘来，送入耳中，令我好不欣喜！几声清脆的泛音好似渲染着山乡春早那种鸟语花香的清新意境；接着愉快的柔弦和急速的快弓使我仿佛看到乡亲们迎着朝阳出工，在田里收割稻子那我被这段曲子吸引住，恨不得插上翅膀飞进山村。,1
站在门边的路遥清了清喉咙，事实上本来他正在吃拉面唏哩呼噜得好不过瘾，但气急败坏的红仙一把揪了他就过来了，他怎么知道要问她什么？,1
“这是公司的德政，每年安排我们见三两次面，有许多机构的员工在街上面对面都不认得，好滑稽。”可是，之洋心中想，知人知面不知心，即使天天对着，了解又有多深？,1
二爷从草筒中抽出一根芡草，摘了麦秆护套，草锋伸进瓦罐，在那条黑虫尾端轻轻一扫，黑虫迅疾掉转头来，水须翘立，紫牙大张，嘟嘟嘟鸣声大作，好威风。二爷说，看着了吧，要的就是这样的东西。,1
”我好容易又来到这三个山头，他分别抓了两把土让我比较。,0
解放前一年，我好容易弄到二十斤种谷，生活困难吃掉一点，种到秧田里又烂了一点，插满这丘田还差几扎秧，看见地主秧田里还剩了秧，就扯了几扎插满这丘田。,0
江苏省苏州市　杨国栋多听听孩子的意见多听听孩子的意见孩子们好容易盼到放假了，想干点自己感兴趣的事情，但很多的家长却给孩子报了乐器班、书法班等名目繁多的特长补习班，认为这就是素质教育，实际上却不是孩子的爱好。,0
颁奖式上，美国队球员将中国姑娘胸前的金牌掂在手中，轻轻抚摸之后，含泪而去，那情景好动人。（本报布法罗７月１７日电）,1
好不容易挨到腊月底这天，我和父亲一起去赶集买画，可是，卖画摊儿已撤了过半，我事先看好的那些画大都不见了。,0
“在那洪波巨浪之中，好不危险”,1
大大小小的银行和保险公司纷纷牵手亮相，上至各银行总行与保险总公司之间，下到它们各自的分支机构之间，频频签署“全面业务合作协议”，一时间，“千帆竞渡，百舸争流”，好不热闹。,1
一位在警察广播电台当差，上个星期，三更半夜，下班回家，走到台北市民权东路，遇到了煞星，台湾汽车股分有限公司董事长，一手扶着一个老朋友，一手扶着方向盘，谈谈笑笑，好潇洒，大概是该老朋友指点曰：“就是这个巷子呀！,1
美国侵略军在连遭解放武装力量的打击之后，胆小如鼠，行动缓慢，一路上又被游击队不断袭扰，好不容易才占领了桂山东南六公里的四七高地和永辉市集。,0
我国人民在共产党和毛主席的领导下，好容易才获得了这种幸福的生活。,0
我之所以不大赞成现在人写旧体诗，更深一层的理由是，好不容易把那一套格律掌握了，结果完全像古人写的一样，那又何必要在古来千千万万首之后再加上你这几首呢？,0
好容易清理出来能种地了，那个给皇帝看门的人说，这块地是他的，要种得交租子。,0
好容易买辆新拖拉机，非得搭钱去换装一个质次的部件，就好比买一台彩色电视机，非得再花钱换一个黑白显象管一样，实在是荒谬离奇的事。,0
近凌晨3点，我们好不容易才叫到一辆出租车，送走我们的摄影记者老李，他将马不停蹄去仁川机场，7点钟他将直接飞往济州，去看在西归浦的德国队与巴拉圭队的八分之一决赛。,0
一个学过两年中文的美国女青年，好不容易才在华盛顿找到一个职业。,0
因此，当我们名正言顺住进这占地面积20平方米的老式套房时，一家3代5口人乐得合不拢嘴，整天你进我出，欢声笑语，日子过得好不红火，好不舒心。但儿子和我总还觉得有点美中不足。,1
”苏县令笑得好开心，言谈中，颇有和东方炜示好结交之意。,1
“今生不幸当了资本家，好不容易告老回了家，何必再冒这番险。,0
前不久，北京科影厂的同志告诉我，为了拍到《万里藏北》中的驮羊队，他们几乎跑遍了羌塘，好不容易在原草深处找到一支。,0
吴晗是个独立王国，潘光旦和浦熙修都是好不容易才安插到北京市委，现在安插你是有困难。,0
有的同志认为，好不容易把人从各处找来，趁此机会都要布置布置；有的人怕负责任，借口“集体领导”，不管大小事情，都要弄到会上“研究研究”，结果，会议目的不明确，中心不突出，在会上说南道北，抓不住要领。,0
“非洲人”也高兴坏了，歪着脑袋啃鸡骨头，一点一点地好不逗人。秋伟宜吃着，心里总有些过不去。,1
我好不容易从麻包、箩筐、鸡蛋篮子的缝隙中挪到车尾坐下，马上置身于满车的欢声笑语中。,0
她好不委屈，“本来就不像嘛！,1
有个能干的女儿当家，莫家两老早不问世事，悠哉游哉地抱着女儿“孝敬”的银两游山玩水，好不快乐，以致心中无岁月。,1
宏伟的蓝图铺了开来：厂区从前门大街横跨红桥大街，八大单元建筑，五千多名职工，气势好不恢宏。但是命运却在向愿望挑战。,1
”李建成只得住了嘴，却又不愿就此离去，在殿里踱来踱去，好烦恼。正在这时，外面守门的卫兵拿着一个信封进来，道：“公主殿下，秦王府那边派人送了一封信来给您。,1
县食品公司分析，冬季出现鲜蛋旺市，是好不容易挣来的，如果不加以保护，会挫伤群众积极性，好事可能引出坏结果。,0
我托人、找车，好不容易将电冰箱拉到南京换了一台，但使用不到半年，这台电冰箱的温控器又出毛病，不能用了。,0
否则，不仅白白浪费了资金，还会将好不容易保留至今的古镇风貌资源付诸东流，百害而无一利。,0
好开心！刘敏现在仍旧喜欢孩子。,1
《西安晚报》好容易揭露了这家医院的问题，可是医院里上上下下就好象都没看见这张报纸似的，谁也不敢流露心头的激动。,0
有一次我的中学里才来了个付县长，局长校长秘书等等跟了一大串，个个诚惶诚恐，都在看他的脸色说话办事，好不威风。据说这个张县长是省里派下来的。,1
好容易坚持到下课，陈灿华难受地望着飞奔而去的孩子们想：是什么缘故呢？,0
好容易外边来了四个师傅，有关人员却要赶他们走。,0
”孙竟成瞪他一眼，“阁下好不粗俗。”振川一直向工作间瞄过去，心不在焉，只是关心如瑛。,1
”好不威风。“干嘛？,1
我于元旦期间去贫困山区河北赤城县作社会调查，发现那儿去年好不容易遇上个好年成，打下的粮食却卖不出去，不仅影响今年春种，也影响学生的入学。,0
”风母好不意外，但心中却是忧喜参半。,1
蓦然，湖面上又传来嗤的一声响，一支快箭从湖畔的密林中射出，箭上布满碧绿色的磷火，绿惨惨的好不阴森，正钉在船头上。,1
城里好不热闹，琳琅满目的东西，摆在大街左右，张志行看了这件，又顾那样。,1
但是，凯文的爱和付出，让路小楠渐渐认识到自己不能自私和逃避，她要用现代女性的智慧，好好研究怎么与婆家相处，也让老公享受到好不容易获得的亲情温暖。,0
一个被打得鼻青脸肿的服务生摔跌进来，满脸都是鲜血，看来好狼狈。“妈妈桑，是毛老大，他等不到蜜儿，正在发火，已经砸了两间包厢了。,1
”香宝珊有点诧异，果然，连环好聪明，“你已经猜到了吧，你已经知道香紫珊打算怎么样行动了吧？,1
——好不容易呵！,0
她作了一个好梦，梦见她和聂楚风一块去骑马，驰骋在草原上，好逍遥，不过她看不太清楚他的脸，几十天没见他的面，她开始怀疑自己的记忆力了。,1
妻越来越懒散，俗气，脾气也越来越坏，常常为一些鸡毛蒜皮的小事动怒，在家里骂骂咧咧的还犹可，近来还发展到了与邻居同事都吵，弄得他好不狼狈。而他则生性喜欢安静平和，最讨厌吵吵嚷嚷的。,1
记者在河南省宁陵县赵村乡孔庄村一位邵姓村民家中了解到，作为家里独子，好容易托媒人说成了一门亲事，女方既要新房又要轿车，他的父母只能按照“规矩”花24万元在县城买了一套房，加上酒席、彩礼等开销，结婚共计花了40多万元。,0
１９９２年１１月任重庆市市中区财政局副局长，挥跃马好不神气，怎么落马竟会在启程后的几步之中？,1
“不少农村家庭觉得好不容易走出农村，还学涉农专业有点不甘心。,0
不一会儿，跟帖就上来了：“双桥路就有菜场”“乘791路到黄山新村下，那里附近有个花鸟市场”……论坛里，大家你一言我一语出主意好不热闹。“十一”长假，热闹的不仅仅是商业街、旅游景点。,1
”杨姓妇人好惋惜。“一定。,1
原本还笑得好不快意的季曼曼，此时全身僵直得无法动弹，她什么也没看见，但此刻她的颈子平空多了一条缠绕住的黑色……布条？,1
好容易成功了，非常卡，只有图像没有声音，只好作罢了。,0
这天下午七点三十分许，北方某市城东人民医院外科大夫柳悦正与本科女大夫，也是自己的女朋友阿及另外几个朋友在广乐城酒店吃饭，酒逢知己兴致浓郁，推换盏好不热闹。,1
我好不费力地强压住了一丝微笑，因为始终以捉弄为乐，有时又爱挖苦的命运，喜欢恶作剧地给震撼人心的事添上滑稽可笑的成分。,1
左方有福、禄、寿三星在舞狮助庆，气氛热烈，右方四大金刚也在拍掌欢呼，好热闹。路上尽是清一色男子汉在排队等待，足有一、二百人，大家踏在浮云上议论纷纷，异常兴奋。,1
”眉尖一挑，姜福根当仁不让的道：“我先下去，替众家兄弟打前锋——”口中说着话，动作是半点不闲，这位“一阵风”腰身微扭，人已自塔眼中窜出，然而怪事也就在此时发生——只见姜福根的身形已经窜出大部分，却骤然回挫，尚未跟着出去的两条长腿急速翻叉，好危险的堪堪卡别在塔眼可是发现哪里不对？,1
”费琪被他骂得好惭愧，头差点都抬不起来了。,1
那小剑飞在空中，呜呜作声，威力好强大，那人似乎也知厉害，一挫身形，刷地反过身来。,1
好容易才想出一个好点子，怎么能因为我这条不争气的腿而去掉呢？,0
宜兰近必年来发展成台湾著名的观光胜地，每逢假日，冬山河总是少不了无数的观光客陪衬，好不热闹啊！,1
秦琬琬一个大姑娘家，怀里却抱著个婴儿，好尴尬，正手足无措，那娃娃恰大哭起来，便忙摇摇头道：“他不喜欢我。,1
17年来，这个被命名为“八一”球场的活动中心，龙腾虎跃，好热闹。昔日的小伙子，如今带着自己的儿女活跃在场上，过去的大姑娘，今天又成了“娘子军”们的“统帅”。,1
”适用于家用的1型冷风器好不容易研究成功。,0
大家为找就业门路，好不容易东借西凑或贷款3万余元（购车费2万余元，车辆各种手续费1万余元），司机们买辆微型农用车或微型汽车，满指望两三年内还了借、贷款。,0
琉璃朝他吐吐舌，神情好娇媚。＂你可知他郡望何处？,1
我等呀等呀，好不容易等到一个空隙，走了过去对大姐说：“大姐，我在你这里坐一会儿吧！,0
俱乐部里里外外，张灯结彩，好不热闹！,1
记者好不容易找着一位名叫陈永杰的工人攀谈。,0
”便哭了起来，好委屈。杜放鹤则奔向床边，见媚雪毫发无损，先是松了一口气，待细看她面容，不敢置信的为其把脉一会，惊喜交加地喊道：“她好了，没事了，你们快来看。,1
“三分建七分管，好不容易建成了可得管好。,0
海伦哇的一声嚎啕起来，程杰见她哭得好不伤心，便对希素说：“你先回家吧，她心灵上受了很大的伤害。,1
亲自到现场接待咨询的哥伦比亚大使两个小时不停地讲话，连吸烟的工夫都没有，好容易抽空到外间吸支香烟，未曾想一位中国企业家紧追不舍，竟跟踪而至，只好在吸烟间接着谈。,0
他常用令她不解的眼光盯着她瞧，让她好不自在，心中却又有些喜孜孜的。,0
“自为负担”的产生，从农民自身的原因看，首先是文化素质偏低，对自己好容易积攒的资金不能作科学合理的投入。,0
”妙首光光倚在他怀里，接过他递过来的竹筷，低头大快朵颐，吃得好不开心。先前因为吐得头昏脑胀的关系，她连肚子饿都忘了，现在教训完“罪魁祸首”之后，肚子马上咕噜咕噜叫了起来。,1
啸声一进洞，一进了这矮矮小小，狭窄的洞穴，便变得更响了，那声音直钻入郭无雨的耳中，好难受。郭无雨年纪还小，更没什么功力，如何能抵御黑衣人的啸声？,1
池老说，这枚纪念章是他两个月内三次上门好容易才得到的。,0
这一段文字，其实谈的是文字批评以及作家们的互相切磋之重要，其中也有某种自我批评（这是现代语言，若用古人的话来说，则曰：“自省”，但写得情深意切，好不动人。而如此足以感人之说理，似乎只有书信体散文可以得之。,1
惊的是人多势众，张学人以后怕要谨慎做人，喜的是三代同堂，和睦相处，好不热闹，人人羡慕。,1
曹大伯见这情景好心焦。他知道，海水沾湿的米，做饭吃，苦中还带涩；拖上三两天就会发臭。,1
另一位女友好不容易怀孕，却轻信胎儿影响“法轮”在腹中转动的邪说，背着丈夫私下堕胎，结果导致家庭不和。,0
我可不同，我边走边抢边玩，好快活。”老人的语气不屑。,1
他头顶上发髻，竟被小桂一掌削落，虽未受伤，却是顶秃发散，好不狼狈。然而，小桂掌势虽狠，冷刚却也像横了心似的仍按原势扑落！,1
每天，工人卖尽气力好容易盼望下工到来，但是马上又要上工——监工的皮鞭逼迫着他们上操、站岗、挑壕挖沟，他们简直象一辆不停的风车。,0
如今突然有了‘二选一’，意味着要放弃一些好不容易建起来的渠道，很难接受。,0
今天，已进入最后阶段争夺的本届冬奥会上又生悬念，由于男子越野滑雪1.5公里的冠军意外地落入挪威选手赫特兰德手中，好不容易在金牌榜上追平挪威的德国代表团，再次退居次席，这无疑增加了他们卫冕的难度。,0
“金利”的主导厂是随州机床厂，该厂台钻是国际市场的抢手货，由于设备条件有限，一直靠“滚雪球”逐年增“块头”，“滚”了一年又一年，好容易才达到年产万台左右的能力。,0
好不容易上了岸，又攀悬崖，走沙滩，步行十多里才到部队驻地。,0
“好容易搞了一次大清扫，咋能让村民养成一个好习惯呢？,0
在招商场，只见摊位密布，商品琳琅满目，人群熙熙攘攘，叫卖声、讨价还价声、笑声，此起彼伏，好不热闹！女青年王丽萍的摊位前挤满了顾客，争购真丝衬衫。,1
好容易找到博物馆入口，大殿（展厅）里只坐着一位收票员。,0
”赵琳的好委屈，教衣若芙及邵凡齐哭笑不得。,1
他花了九牛二虎之力，好不容易从国民党政府手中搞到一笔款项，在武汉就地购办了大量有关设备和器材，冒着敌机狂轰滥炸的危险，随同船舶沿江上溯，亲自押运。,0
几样菜，样样都是老蔡的拿手杰作，摆在桌上香味四溢，好诱人。,1
”在车上，小李绘声绘色地讲了一个桂林人家喻户晓的故事：一次，市长乘车外出，急于方便一下，好不容易找到一个收费厕所，一掏口袋，身无分文，便说：“我是市长，没带钱，请行个方便。,0
国家花了很多钱，我们一滴汗一滴血好容易把它恢复起来，怎么能随随便便废弃掉！,0
闲云寺里，善男信女们捐赠了无数的彩灯，一时张灯结彩，游客如云，好不热闹。人多的场合，总使何梦白有种被遗忘的感觉。,1
好不容易在某县开始试验，又因一位副县长一句反对的话，便使全部试验方案告吹，至今是桩不了事。,0
”一位军人挥动砍刀，好容易砍下一块。,0
一入湖水便如湖中的鱼儿，任意的四处优游，好自在。直到好一会几之后，隐约间凤凰又听见那湖面上有人在叫唤，这时才想起，还有一个人。,1
时不分春夏秋冬，地不分东西南北，名目繁多的庆典活动，此起彼伏，好不热闹。在此风“吹拂”下，一些企业不知是为了提高知名度，还是为了增强吸引力，更是攀比着大操大办各种庆典活动。,1
我们经过许多周折，好容易才打听到这个少先队员，是花鸟商店对面江阴路小学五年级学生马晓骏，于是，在十一月十三日报纸上向千万个关心这件事情的读者公布了这个“谜”底。,0
”多多听在耳中，好欣慰，快步迎上去，叫了一声：“爹！,1
可是漂亮的手机并未给黄女士带来快乐，不断地出现的故障让黄女士好不烦恼：不是打电话时7、8、9三个数字没法显示，就是话机常自动关机，她去特约维修点修理，工作人员解释说是因按键失灵所致，换一个配件就行了。,1
一时间，首都快餐业“以鸡斗鸡”、“以牛斗牛”，好热闹。,1
过去看到大学生好容易，现在大学生和我们同吃、同住、同劳动，真是毛主席的好领导。,1
左容容笑得好不灿烂，“我哥。,1
”甜甜好不开心，连上了年纪的长辈也称赞她。,1
年轻人好不诧异。博士先开口：“好兴致，怎么跑到这里来。,1
我的儿子死后，我们一家七口人吃了千辛万苦，好容易才熬过这十来年。,0
以前老傅是个模型工，平时好捉摸，他看工友支架子用手摇，化了十多分钟，累得一身汗，好容易才安上。,0
好容易把坑里的水抽干了，你不一鼓作气把活干出来，第二天水就肯定渗满了，再要抽干又得等好几天；下雨也得抢，雨停了再干的话，管沟的回淤不好估量，前面的工作便会前功尽弃；有的河是通航的，早干出来早复航。,0
对于好容易得来的新水源天河，蚌埠对它惜之如命，明确规定：不得上马有污染的企业，现有企业如无污水处理设备不得排污；天河流域内农业种植结构要重新调整；对水产养殖将进行严格限制。,0
可是阎玉厚一想：好容易把水车干了，要一放松，水不就又漫上来了吗？,0
我们从一家家门前经过，好不容易发现一家屋内有人，走近一问，方知我们已经置身于“沙漠度假村”。,0
”两个人正说着，陈度在外面喝了酒回来，脸上红彤彤的，好兴奋，见着蓝棠就说：“今天蓝棠小姐上来了，我们找个人打牌吧。,1
在三里河商场二楼剪裁处，一位大妈感叹道：“好不容易看上件款式合适的，要么贵得没谱，要么面料极差，怎么就不能给中老年人做点既耐穿又时髦的服装呢？,0
菜，早已凉透了，酒，却仍是芳醉不减，两人便只喝酒，不吃菜，说到高兴处，便都痛饮一杯，好不豪迈！不知不觉间，凌云飞的脸上已泛起一陈红润，他毕竟还年轻，不胜酒力，只是此时此景与楚中洲一起，这身都是豪气，倒也不在乎区区薄酒了。,1
望着鲜红的血缓缓流出，她也渐渐地跌入黑暗中……折梦新娘第六章宁儿与冲之享受着精致的法国大餐，席间笑话连珠，好不快意。“哔——哔——”宁儿拿出皮包中的Ｃａｌｌ机，看了一眼，“咦，是你家主屋的电话。,1
顺着皮带输送机的道路，我们翻过了重重叠叠的脚手架，好容易才爬上了“七○栈桥”。,0
当时曾参加竞赛而落选的意大利天才提琴家曾经解答了这个问题，他对苏联的同行说：“我必须为生活而工作，为了到布鲁塞尔来，我好不容易才每天匀出了一二小时来练习！,0
可以理解，保障群众体育锻炼算不上最急迫的事情，但面对好不容易培养起健身习惯的群众，社会各界共同努力多辟几处健身之所也不是很难，这对稳定人们的紧张心理，或许能够发挥难以替代的特殊作用。,0
雷烈一生壮烈，做梦也想不到自己会落得如此悲惨下场……雷烈死了，没有死在决战场上，却死在自己亲生儿子的口上，死的好不凄惶……就在雷烈惨死这时，雷天闻听惜儿的说话，大吃一惊，愕然问道：“为什么？,1
该旅游团好容易冲出“包围圈”，另一个外国旅游团又陷入重围。,0
到了第七天，茜博太太便又回到两个朋友身边，继续侍候他们，让他们俩好高兴。这件大事百分之百地提高了女门房对这对榛子钳的影响和说一不二的权利。,1
当我双手捧着那本红彤彤的大聘书，心里好激动！党的召唤，人民的信任，使我深深感到做一名特邀监察员的光荣。,1
进山第一天，便有移民沿途阻拦，好不容易在当地一所旧学校安顿下来，又因在屋后挖了一个占地仅4平方米的蓄水池，惹得全村老少又是夺锄头，又是填坑，闹得不可开交。,0
不过，更多声音认为，奥巴马当年为美古关系费力打开的口子又被收紧，无疑意味着好不容易“破冰”的美古关系再次遇冷。,0
当他好不容易才走近了桥北头时，一阵旋转风猛地把他从桥上卷起来，摔倒在离桥面丈多深的护坡上。,0
新娘看见丈夫不别而行，心里好难过，但是总希望眼前暂且忍耐一下，将来有一天他会回心转意，重返家乡。,1
母亲见美珍不听爸爸的话，就劝她说：“你父亲为你操尽了心，好容易才把你安排到老家去。,0
然而，另外三名刀客已同时掩至，声势好惊人。在桃下二助的计算里，葬玉就算能杀得了这三名刀客，也万万受不了自己倾力一击。,1
思想起来，好不伤心：音乐，不懂；绘画，不懂；芭蕾舞，不懂；对日常生活中不懂的事就更多了，没法在这儿报账。,1
比划、打手势，用人类最原始的沟通交流方式，好容易才完成冲压设备的安装与调试。,0
其心只觉这呼声好不难听，刺耳已极，全身不由一颤。,1
一切都完了，好痛快！何必还要给他闻阿摩尼亚，还有这一大堆药？,1
再砌再倒，再倒再砌，就这样反复许多次，好容易才砌起一堵墙。,0
今年在这里进行的１１场甲级Ａ组联赛，多数场次看台爆满，４万多人的观众席上熙熙攘攘，各式旗帜横幅，各调鼓乐呼声，好热闹。,1
当一种有损于社会利益的现象出现时，法律不能启动，及时予以干预和禁止，眼看事态继续恶化下去，直到好不容易地反映到有权威的领导人的头脑里，领导人下决心了，发出号令了，局面才有转机。,0
好容易学会走路了——无数次跌跤赢来的挪步，你全身的每一根神经都用作了探路的触须，一瞥陌生的眼光、一声细微的音响，都命令你连滚带爬地逃回去。,0
否则，好容易建成一座现代化工厂，由于存在着水、电、运输等等障碍而无法收到效果。,0
”校外群众越聚越多，街道又窄，主席从学校出来群众就沸腾起来了，好容易才排开一条出路上了车。,0
鱼儿在桌子上乱蹦乱跳，国王见了好高兴，顺手拿起几条，打趣地摔回给她们。,1
乔治夫妇勤俭持家，好容易才在匹兹堡郊外买了这所整洁的小房子。,0
这一皱解英冈看得明白，顿时令他好不失望，自惭的移动目光。,1
宏路振兴农牧场场主魏振平，养猪八年向国内市场投放商品猪近二万头，出口瘦肉型猪近三万头，他养猪而“发”，还购置了私人小轿车、大哥大，一笔生意往往在电话里三言两语就做成了，让人看的好不轻松。,1
压力不期而至，同事和朋友劝他：“好不容易盼来了好日子，何必去冒险呢！,0
“这是公司的德政，每年安排我们见三两次面，有许多机构的员工在街上面对面都不认得，好不滑稽。”可是，之洋心中想，知人知面不知心，即使天天对着，了解又有多深？,1
我们五个贫下中农子女好不容易上了小学，但是没等到毕业就被学校撵出来了。,0
他看见那里有一伙人在卖旧衣衫、旧货物，熙熙攘攘的好热闹。这种场合，三教九流的人都有。,1
此刻只见三两个短打服装的家丁，人人挥汗如雨的将曾是树林的枯树根一棵棵挖起、填土，好辛苦。不远处，刻意搭就的帐篷下卧着一个面貌清瘦、略带病容的男人。,1
好不容易遇到了一个求学深造的机会，偏偏又赶在孩子快要出生的节骨眼上。,0
她关心的是终于正式升任为副总经理，搬到顶楼去当大班，高高在上，好不威风！史柏高要在顶搂找一个风景最好的办公室给未婚妻，隆重装修。,1
“不，好容易置起来一条船，就这样丢了！,0
好不容易瞅准机会，她发出了这封求救信。,0
没人要的旧杂志五个丹麦克朗一本，价格是贵了些，所以那个蛋卷冰淇淋坚持不了多一会儿就在夕阳下滴滴答答化了开来，弄得姑娘满手黏糊糊的，好狼狈。但是肯出五个克朗的人也不是一无所获，那位新娘会给每位购买者送上一吻。,1
”行者在旁闪过，见那魔王生得好不凶丑：独角参差，双眸幌亮。,1
好不容易止住它的狂妄，可它又像定死了，在那高危的水位上一停就十来个小时，纹丝不动。,0
江西彭泽县委张艺宝强化督查职能推动工作落实强化督查职能推动工作落实本报记者王斌来王华兴编者按：督查工作弹性大、难度高，要做好不容易。在不少人眼里，督查无非是走走形式，并不真正解决问题。,0
风大，雪深，跑几步，跌一跤，当她好不容易跑到一座小丘上回头来看姐姐时，只见龙梅一个人，在几百只羊的旋涡中，左右奔跑着，顾东顾不了西，眼看羊就要散群了！,0
好不容易见面哪！,0
但见大门前高大的旗杆上，高悬着帅旗，阶上挺立八名戈什哈，挂着绿鲨皮腰刀，看去好不威武！珍珠令第四十二,1
座落城南的一处巨宅，正是今届谈刀大会的场址所在，门外车水马龙，人影往来，好热闹。正门之外挤满了想看热闹又不得其门而入的好奇人群，少说也有数百之众。,1
”撒下了大圈圈、小圈圈，黄圈圈、紫圈圈，自己高坐在上，看那些举业朋友，以头撞之者有之，以屁股顶之者有之，以钢钻钻洞者有之，以忠贞学挖窟窿者有之，以听话学巩固地盘者有之，热闹哄哄，好过瘾。《浊世人间》穆,1
所有的人都下了车，歌舞团的团长担任了临时“指挥”，全团成员前面拉，后面推，好容易才把汽车拖出雪坑。,0
过去，大家都盼望修理工人来改造它，修理工人很忙，好容易把他们盼来了，又因为不熟悉生产的要求，改了一个时期没有改成。,0
好容易挂上厦门中医院主任医师陈进春的号，经过两次治疗，于女士病痛明显减轻。,0
”大伙边笑边闹，叫得好不热闹。“不用想他知道，一定是马克。,1
他捡起那篇文章，好不惊奇的打量着印在第一版上的自己的照相。,1
那艘船倾侧着动弹不得，甲板上不见一个人影，细长的黑色烟囱指向海岸，好不凄凉！海上风平浪静，所以海水冲洗着小湾子里的圆卵石，只发出有节制的轻微声响。,1
好容易让进了，但有2／3的无证记者无法进入。,0
冰儿看得眼花乱好不开心。尤其是那几只耍猴戏可爱透顶的小猴子。,1
